id,timestamp,batch_id,iteration,operation,algorithm,sym_key_size_bits,sig_algorithm,sig_key_param,input_filename,input_extension,input_mime,input_size_bytes,input_size_kb,input_file_category,input_entropy,output_filename,output_size_bytes,output_size_kb,output_entropy,ciphertext_expansion_pct,enc_time_ms,dec_time_ms,total_time_ms,enc_ram_kb,dec_ram_kb,enc_throughput_kbps,dec_throughput_kbps,aes_key_entropy,chacha_key_entropy,sig_size_bits,sig_valid,entropy_plaintext,entropy_aes_half,entropy_chacha_half,entropy_final,avalanche_pct,avalanche_bits_flipped,avalanche_total_bits,avalanche_deviation,byte_freq_std_dev,chi_squared
op_20260503_154213_c43f,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.998,0.0273,0.1737,0.1198,0.2935,136.0,100.0,713908.16,834952.92,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.998,49.904,408929,819424,0.096,20.9524,280.8855
op_20260503_154213_0f4d,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9982,0.0273,0.1579,0.1136,0.2715,0.0,0.0,1030295.05,880522.0,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9982,50.052,410141,819424,0.052,19.9061,253.533
op_20260503_154213_0bc5,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9981,0.0273,0.0823,0.0834,0.1657,0.0,0.0,1508638.82,1199369.54,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9981,49.921,409068,819424,0.079,20.5828,271.0632
op_20260503_154213_418e,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9981,0.0273,0.0814,0.1209,0.2023,0.0,0.0,1390544.8,827356.1,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9981,49.939,409209,819424,0.061,20.4323,267.1143
op_20260503_154213_b9f2,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9982,0.0273,0.1059,0.067,0.1729,0.0,0.0,1009149.43,1492944.44,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9982,49.92,409055,819424,0.08,19.8967,253.2931
op_20260503_154213_fc84,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9981,0.0273,0.1203,0.1028,0.2231,0.0,0.0,924480.25,973028.94,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9981,49.896,408857,819424,0.104,20.4566,267.7491
op_20260503_154213_8151,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9978,0.0273,0.1289,0.0858,0.2147,0.0,0.0,937512.73,1165820.47,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9978,50.036,410003,819424,0.036,22.0873,312.137
op_20260503_154213_b85d,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9982,0.0273,0.0878,0.0586,0.1464,0.0,0.0,1236662.63,1706951.83,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9982,50.051,410128,819424,0.051,20.0362,256.8571
op_20260503_154213_0181,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9984,0.0273,0.1199,0.316,0.4359,0.0,0.0,992119.13,316542.27,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9984,49.958,409370,819424,0.042,19.091,233.1936
op_20260503_154213_fcc7,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9982,0.0273,0.1123,0.1039,0.2162,0.0,0.0,907976.68,962727.3,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9982,49.966,409432,819424,0.034,19.817,251.2686
op_20260503_154213_96a9,2026-05-03T15:42:13Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9978,0.0273,0.0977,0.0761,0.1738,0.0,0.0,1121893.79,1314419.81,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9978,49.94,409218,819424,0.06,21.8883,306.5385
op_20260503_154214_bb4b,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.998,0.0273,0.1329,0.0939,0.2268,0.0,0.0,840835.18,1065253.74,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.998,50.014,409830,819424,0.014,20.9532,280.9055
op_20260503_154214_74d1,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9981,0.0273,0.1981,0.1131,0.3112,0.0,0.0,557435.53,884415.61,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9981,50.045,410080,819424,0.045,20.2445,262.2256
op_20260503_154214_8d92,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9983,0.0273,0.2308,0.2076,0.4384,0.0,0.0,476398.35,481827.13,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9983,50.011,409806,819424,0.011,19.6307,246.5649
op_20260503_154214_b294,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9981,0.0273,0.1006,0.0958,0.1964,0.0,0.0,1053009.84,1044126.42,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9981,50.039,410033,819424,0.039,20.314,264.0301
op_20260503_154214_5f7d,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9983,0.0273,0.1056,0.0756,0.1812,0.0,0.0,1045631.46,1323111.09,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9983,49.982,409562,819424,0.018,19.3188,238.792
op_20260503_154214_7fa6,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9983,0.0273,0.1786,0.1177,0.2963,0.0,0.0,691180.2,849850.24,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9983,50.031,409970,819424,0.031,19.5998,245.7901
op_20260503_154214_0ed7,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102428,100.027,7.9982,0.0273,0.1168,0.0878,0.2046,0.0,0.0,1018591.47,1139263.98,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9982,50.038,410026,819424,0.038,19.9719,255.2126
op_20260503_154214_5277,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,1,both,hybrid,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102464,100.062,7.9982,0.0625,0.154,0.085,0.239,32.0,0.0,774710.13,1177206.59,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9982,49.977,204816,409824,0.023,20.1936,260.817
op_20260503_154214_16e4,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,2,both,hybrid,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102464,100.062,7.9985,0.0625,0.1504,0.0951,0.2455,0.0,0.0,743442.35,1052181.63,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9985,49.982,204838,409824,0.018,18.4143,216.8795
op_20260503_154214_bb3c,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,3,both,hybrid,256,,,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102464,100.062,7.9982,0.0625,0.1453,0.1143,0.2596,0.0,0.0,770881.22,875437.02,4.9375,5.0,0,True,7.998,7.9962,7.9966,7.9982,49.975,204810,409824,0.025,20.1017,258.4485
op_20260503_154214_9999,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,1,both,hybrid,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102720,100.312,7.998,0.3125,48.06,0.3774,48.4374,96.0,56.0,2082.19,265798.83,4.9375,5.0,2048,True,7.998,7.9962,7.9966,7.998,49.823,204187,409824,0.177,21.1529,285.4729
op_20260503_154214_3912,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,2,both,hybrid,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102720,100.312,7.9982,0.3125,48.0449,0.4761,48.521,6.667,0.0,2084.22,210696.28,4.9375,5.0,2048,True,7.998,7.9962,7.9966,7.9982,50.03,205036,409824,0.03,20.1758,259.7084
op_20260503_154214_62c7,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,3,both,hybrid,256,RSA,2048,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102720,100.312,7.9983,0.3125,46.6729,0.3231,46.996,4.0,0.0,2144.47,310468.88,4.9375,5.0,2048,True,7.998,7.9962,7.9966,7.9983,50.133,205456,409824,0.133,19.5656,244.2368
op_20260503_154214_a79f,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,1,both,hybrid,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102534,100.131,7.9981,0.1309,0.5123,0.332,0.8443,1.333,0.0,228280.22,301598.9,4.9375,5.0,560,True,7.998,7.9962,7.9966,7.9981,49.944,204684,409824,0.056,20.2257,261.4675
op_20260503_154214_ec37,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,2,both,hybrid,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102535,100.132,7.9982,0.1318,0.5723,0.3868,0.9591,0.0,4.0,194113.7,258872.35,4.9375,5.0,568,True,7.998,7.9962,7.9966,7.9982,49.791,204054,409824,0.209,20.181,260.3113
op_20260503_154214_846d,2026-05-03T15:42:14Z,batch_20260503_154211_3cb1,3,both,hybrid,256,ECDSA,P-256,synthetic_100kb.bin,.bin,application/octet-stream,102400,100.0,other,7.998,synthetic_100kb.bin.enc,102535,100.132,7.9984,0.1318,0.7506,0.5879,1.3385,0.0,0.0,135882.74,170321.22,4.9375,5.0,568,True,7.998,7.9962,7.9966,7.9984,49.972,204799,409824,0.028,18.652,222.3614
op_20260503_154215_7722,2026-05-03T15:42:15Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.6916,0.3484,1.04,672.0,512.0,768670.33,1435210.62,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.963,2046603,4096224,0.037,45.8016,268.5018
op_20260503_154215_a207,2026-05-03T15:42:15Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9997,0.0055,0.608,0.2958,0.9038,0.0,0.0,854527.74,1690424.18,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9997,50.013,2048633,4096224,0.013,39.8205,202.9554
op_20260503_154215_223f,2026-05-03T15:42:15Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.4506,0.22,0.6706,0.0,0.0,1148353.99,2272852.3,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,50.005,2048309,4096224,0.005,45.6716,266.9799
op_20260503_154215_e6c5,2026-05-03T15:42:15Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.5853,0.3851,0.9704,0.0,0.0,863175.93,1298434.99,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.977,2047150,4096224,0.023,44.1833,249.8628
op_20260503_154215_d741,2026-05-03T15:42:15Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.4991,0.3668,0.8659,0.0,0.0,1065629.24,1363215.23,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,50.019,2048883,4096224,0.019,45.388,263.675
op_20260503_154216_bd9e,2026-05-03T15:42:16Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9997,0.0055,0.5472,0.2516,0.7988,0.0,0.0,1064901.34,1987389.66,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9997,49.983,2047397,4096224,0.017,39.9265,204.0373
op_20260503_154216_56ef,2026-05-03T15:42:16Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.4956,0.2186,0.7142,0.0,0.0,1105086.47,2287408.65,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,50.028,2049258,4096224,0.028,44.7827,256.6884
op_20260503_154216_98b7,2026-05-03T15:42:16Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.512,0.2228,0.7348,0.0,0.0,1034961.61,2244287.23,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,50.025,2049124,4096224,0.025,45.3036,262.6951
op_20260503_154216_69ac,2026-05-03T15:42:16Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.7237,0.3235,1.0472,0.0,0.0,881222.5,1545680.05,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.995,2047905,4096224,0.005,47.0393,283.209
op_20260503_154216_62ae,2026-05-03T15:42:16Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9997,0.0055,0.5015,0.3503,0.8518,0.0,4.0,1005781.64,1427426.09,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9997,50.021,2048958,4096224,0.021,42.889,235.4386
op_20260503_154217_e988,2026-05-03T15:42:17Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9997,0.0055,0.5942,0.3718,0.966,0.0,0.0,841873.7,1344882.87,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9997,50.021,2048957,4096224,0.021,42.9719,236.3495
op_20260503_154217_8bce,2026-05-03T15:42:17Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.5108,0.3377,0.8485,0.0,0.0,993152.1,1480685.01,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.93,2045245,4096224,0.07,45.1399,260.8002
op_20260503_154217_dfdc,2026-05-03T15:42:17Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.5777,0.3535,0.9312,0.0,0.0,892375.6,1414504.45,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.999,2048051,4096224,0.001,46.5188,276.9763
op_20260503_154217_2e38,2026-05-03T15:42:17Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9997,0.0055,0.5047,0.3079,0.8126,1.333,0.0,1010277.44,1623993.2,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9997,50.001,2048137,4096224,0.001,42.0375,226.1831
op_20260503_154217_d47d,2026-05-03T15:42:17Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.6464,0.3892,1.0356,0.0,0.0,796854.27,1284757.0,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,50.039,2049709,4096224,0.039,44.4156,252.4977
op_20260503_154218_20bf,2026-05-03T15:42:18Z,batch_20260503_154211_3cb1,1,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.6016,0.3541,0.9557,0.0,0.0,836719.04,1412107.65,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,50.015,2048728,4096224,0.015,46.1651,272.7806
op_20260503_154218_1a08,2026-05-03T15:42:18Z,batch_20260503_154211_3cb1,2,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.6261,0.3235,0.9496,0.0,0.0,855739.45,1545679.49,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.995,2047908,4096224,0.005,46.0213,271.0836
op_20260503_154218_64d5,2026-05-03T15:42:18Z,batch_20260503_154211_3cb1,3,both,chacha20_poly1305,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512028,500.027,7.9996,0.0055,0.553,0.328,0.881,0.0,0.0,914216.38,1524473.9,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.986,2047547,4096224,0.014,44.8398,257.3434
op_20260503_154218_f3f2,2026-05-03T15:42:18Z,batch_20260503_154211_3cb1,1,both,hybrid,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512064,500.062,7.9996,0.0125,0.9385,0.3578,1.2963,89.333,0.0,574713.72,1397603.23,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9996,49.993,1023966,2048224,0.007,47.4207,287.801
op_20260503_154218_1139,2026-05-03T15:42:18Z,batch_20260503_154211_3cb1,2,both,hybrid,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512064,500.062,7.9997,0.0125,0.9678,1.0667,2.0345,0.0,0.0,520045.92,468793.96,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9997,49.972,1023547,2048224,0.028,42.5693,231.926
op_20260503_154219_2e52,2026-05-03T15:42:19Z,batch_20260503_154211_3cb1,3,both,hybrid,256,,,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512064,500.062,7.9997,0.0125,0.6807,0.3103,0.991,0.0,0.0,749427.29,1611545.1,4.9375,5.0,0,True,7.9997,7.9993,7.9993,7.9997,49.999,1024099,2048224,0.001,43.3824,240.8699
op_20260503_154219_95b9,2026-05-03T15:42:19Z,batch_20260503_154211_3cb1,1,both,hybrid,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512320,500.312,7.9996,0.0625,46.16,1.4914,47.6514,12.0,0.0,10835.82,335464.98,4.9375,5.0,2048,True,7.9997,7.9993,7.9993,7.9996,50.021,1024547,2048224,0.021,45.4967,264.7885
op_20260503_154219_9d76,2026-05-03T15:42:19Z,batch_20260503_154211_3cb1,2,both,hybrid,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512320,500.312,7.9996,0.0625,53.3799,1.1298,54.5097,182.667,516.0,9403.89,442832.81,4.9375,5.0,2048,True,7.9997,7.9993,7.9993,7.9996,49.978,1023664,2048224,0.022,45.6296,266.3375
op_20260503_154220_c4a1,2026-05-03T15:42:20Z,batch_20260503_154211_3cb1,3,both,hybrid,256,RSA,2048,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512320,500.312,7.9997,0.0625,49.2559,1.0508,50.3067,9.333,4.0,10171.92,476125.35,4.9375,5.0,2048,True,7.9997,7.9993,7.9993,7.9997,49.99,1023910,2048224,0.01,41.9339,224.9414
op_20260503_154220_7018,2026-05-03T15:42:20Z,batch_20260503_154211_3cb1,1,both,hybrid,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512134,500.131,7.9997,0.0262,1.8686,1.3277,3.1963,6.667,0.0,272350.96,376689.66,4.9375,5.0,560,True,7.9997,7.9993,7.9993,7.9997,50.014,1024389,2048224,0.014,41.9007,224.6671
op_20260503_154220_9589,2026-05-03T15:42:20Z,batch_20260503_154211_3cb1,2,both,hybrid,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512136,500.133,7.9997,0.0266,1.9332,1.4211,3.3543,0.0,0.0,263932.3,351933.58,4.9375,5.0,576,True,7.9997,7.9993,7.9993,7.9997,49.974,1023574,2048224,0.026,43.642,243.7271
op_20260503_154220_a376,2026-05-03T15:42:20Z,batch_20260503_154211_3cb1,3,both,hybrid,256,ECDSA,P-256,synthetic_500kb.bin,.bin,application/octet-stream,512000,500.0,other,7.9997,synthetic_500kb.bin.enc,512136,500.133,7.9997,0.0266,1.3796,1.1659,2.5455,0.0,0.0,363898.62,428967.15,4.9375,5.0,576,True,7.9997,7.9993,7.9993,7.9997,49.963,1023346,2048224,0.037,43.8613,246.1825
op_20260503_154220_64b6,2026-05-03T15:42:20Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.568,0.8855,2.4535,1372.0,1028.0,661574.78,1156439.7,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.995,4194035,8388832,0.005,63.9675,255.7336
op_20260503_154221_6340,2026-05-03T15:42:21Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,0.824,0.3913,1.2153,0.0,0.0,1281717.95,2616987.38,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.034,4197234,8388832,0.034,59.5302,221.4841
op_20260503_154221_947c,2026-05-03T15:42:21Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,,,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,0.7941,0.3933,1.1874,342.667,0.0,1310257.68,2603679.44,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.02,4196086,8388832,0.02,64.6497,261.2174
op_20260503_154222_2746,2026-05-03T15:42:22Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,0.9305,0.4325,1.363,344.0,0.0,1118996.19,2367693.1,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.983,4192957,8388832,0.017,63.6614,253.2918
op_20260503_154222_b4b2,2026-05-03T15:42:22Z,batch_20260503_154211_3cb1,2,both,aes_gcm,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.0497,0.4038,1.4535,0.0,0.0,1000824.87,2535977.01,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.018,4195890,8388832,0.018,59.8888,224.1607
op_20260503_154222_e514,2026-05-03T15:42:22Z,batch_20260503_154211_3cb1,3,both,aes_gcm,256,RSA,2048,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,1.1397,0.3833,1.523,348.0,0.0,904671.97,2671608.75,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,49.997,4194134,8388832,0.003,65.1925,265.6216
op_20260503_154223_09ed,2026-05-03T15:42:23Z,batch_20260503_154211_3cb1,1,both,aes_gcm,256,ECDSA,P-256,synthetic_1024kb.bin,.bin,application/octet-stream,1048576,1024.0,other,7.9998,synthetic_1024kb.bin.enc,1048604,1024.027,7.9998,0.0027,0.8096,0.3948,1.2044,0.0,0.0,1272571.94,2593787.73,4.9375,5.0,0,True,7.9998,7.9996,7.9997,7.9998,50.015,4195674,8388832,0.015,64.2382,257.9025
